POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1838.7 1.5 12.5 0.4 2.5 0.6 46 11 1833.7 1.5 916.8 0.8 0.64 0.19 0.0 0.0 0.0 0.0 31 7 10.2 0.9 10.2 0.9
1787.1 0.3 12.65 0.19 120 3 2156 49 1782.28 0.24 891.14 0.12 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1622.8 0.3 12.57 0.19 79.4 2.4 1417 39 1618.0 0.3 808.98 0.13 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1556.2 0.7 12.53 0.19 9.8 0.9 175 15 1551.3 0.7 775.7 0.4 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1493.4 0.4 12.50 0.19 26.9 1.4 479 24 1488.5 0.4 744.24 0.2 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1459 3 12.48 0.19 1.8 0.6 32 10 1455 3 727.3 1.4 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1410.7 1.1 12.45 0.19 4.6 0.7 82 12 1405.8 1.1 702.9 0.6 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1388.8 0.8 12.44 0.19 9.8 0.9 174 16 1383.9 0.8 691.9 0.4 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1362.1 0.7 12.43 0.19 10.0 0.9 178 16 1357.3 0.7 678.6 0.4 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1292.30 0.24 12.39 0.19 168 4 2976 57 1287.41 0.22 643.70 0.11 1.10 0.07 0.0015 0.0003 0.0 0.0 25 3 11.1 0.6 11.1 0.6
1121.7 1.0 13.5 0.3 4.8 0.6 90 11 1116.9 1.0 558.5 0.5 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
1097.6 1.2 13.5 0.3 3.8 0.6 71 10 1092.9 1.2 546.4 0.6 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
1057.1 1.5 13.4 0.3 2.1 0.4 40 7 1052.3 1.5 526.2 0.8 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
1024.9 0.5 13.4 0.3 15.3 1.0 287 18 1020.2 0.5 510.08 0.25 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
994.9 1.0 13.4 0.3 5.5 0.6 102 12 990.1 1.0 495.1 0.5 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
916.9 1.0 13.4 0.3 4.4 0.6 82 11 912.2 1.0 456.1 0.5 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
894 3 13.4 0.3 6 4 121 79 890 3 444.8 1.5 0.0 0.0 0.0013 0.0005 0.0 0.0 25.0 0.0 11.10 0.0 11.10 0.0
